train_set,embedding,algorithm,threshold,f-1,app_pairs
standard,bert,atm,0.73,0.16666666666666666,Note2-Note3
standard,bert,craftdroid,0.7,0.15384615384615385,Note2-Note3
standard,bert,custom,0.73,0.13333333333333333,Note2-Note3
standard,fast,atm,0.71,0.14285714285714285,Note2-Note3
standard,fast,craftdroid,0.2,0.14285714285714285,Note2-Note3
standard,fast,custom,0.47,0.18181818181818182,Note2-Note3
standard,glove,atm,0.84,0.13333333333333333,Note2-Note3
standard,glove,craftdroid,0.45,0.14285714285714285,Note2-Note3
standard,glove,custom,0.61,0.14835164835164835,Note2-Note3
standard,nnlm,atm,0.46,0.15384615384615385,Note2-Note3
standard,nnlm,craftdroid,0.18,0.13333333333333333,Note2-Note3
standard,nnlm,custom,0.46,0.15384615384615385,Note2-Note3
standard,use,atm,0.36,0.2,Note2-Note3
standard,use,craftdroid,0.16,0.14285714285714285,Note2-Note3
standard,use,custom,0.32,0.18181818181818182,Note2-Note3
standard,w2v,atm,0.67,0.14285714285714285,Note2-Note3
standard,w2v,craftdroid,0.38,0.15384615384615385,Note2-Note3
standard,w2v,custom,0.38,0.16666666666666666,Note2-Note3
standard,wm,atm,0.21,0.14285714285714285,Note2-Note3
standard,wm,craftdroid,0.21,0.14285714285714285,Note2-Note3
standard,wm,custom,0.23,0.15384615384615385,Note2-Note3
android,fast,atm,0.58,0.1111111111111111,Note2-Note4
android,fast,craftdroid,0.71,0.15384615384615385,Note2-Note4
android,fast,custom,0.74,0.15384615384615385,Note2-Note4
android,glove,atm,0.74,0.14285714285714285,Note2-Note4
android,glove,craftdroid,0.53,0.15384615384615385,Note2-Note4
android,glove,custom,0.41,0.14285714285714285,Note2-Note4
android,w2v,atm,0.5,0.1111111111111111,Note2-Note4
android,w2v,craftdroid,0.67,0.14285714285714285,Note2-Note4
android,w2v,custom,0.73,0.15384615384615385,Note2-Note4
android,wm,atm,0.24,0.14285714285714285,Note2-Note4
android,wm,craftdroid,0.24,0.14285714285714285,Note2-Note4
android,wm,custom,0.26,0.14285714285714285,Note2-Note4
blogs,fast,atm,0.9,0.11764705882352941,Note2-Note4
blogs,fast,craftdroid,0.64,0.14285714285714285,Note2-Note4
blogs,fast,custom,0.73,0.16666666666666666,Note2-Note4
blogs,glove,atm,0.66,0.125,Note2-Note4
blogs,glove,craftdroid,0.55,0.14285714285714285,Note2-Note4
blogs,glove,custom,0.52,0.14285714285714285,Note2-Note4
blogs,w2v,atm,0.53,0.1111111111111111,Note2-Note4
blogs,w2v,craftdroid,0.68,0.14285714285714285,Note2-Note4
blogs,w2v,custom,0.73,0.15384615384615385,Note2-Note4
blogs,wm,atm,0.27,0.15384615384615385,Note2-Note4
blogs,wm,craftdroid,0.24,0.14285714285714285,Note2-Note4
blogs,wm,custom,0.28,0.15384615384615385,Note2-Note4
empty,edit,atm,0.65,0.1380952380952381,Note2-Note4
empty,edit,craftdroid,0.44,0.15384615384615385,Note2-Note4
empty,edit,custom,0.49,0.17424242424242425,Note2-Note4
empty,jaccard,atm,0.2,0.18181818181818182,Note2-Note4
empty,jaccard,craftdroid,0.15,0.13333333333333333,Note2-Note4
empty,jaccard,custom,0.15,0.18181818181818182,Note2-Note4
googleplay,fast,atm,0.78,0.11764705882352941,Note2-Note4
googleplay,fast,craftdroid,0.69,0.16666666666666666,Note2-Note4
googleplay,fast,custom,0.73,0.17424242424242425,Note2-Note4
googleplay,glove,atm,0.84,0.125,Note2-Note4
googleplay,glove,craftdroid,0.7,0.16666666666666666,Note2-Note4
googleplay,glove,custom,0.6,0.14285714285714285,Note2-Note4
googleplay,w2v,atm,0.64,0.11764705882352941,Note2-Note4
googleplay,w2v,craftdroid,0.69,0.2,Note2-Note4
googleplay,w2v,custom,0.67,0.16666666666666666,Note2-Note4
googleplay,wm,atm,0.21,0.13333333333333333,Note2-Note4
googleplay,wm,craftdroid,0.21,0.14285714285714285,Note2-Note4
googleplay,wm,custom,0.28,0.15384615384615385,Note2-Note4
standard,bert,atm,0.74,0.16666666666666666,Note2-Note4
standard,bert,craftdroid,0.71,0.15384615384615385,Note2-Note4
standard,bert,custom,0.7,0.125,Note2-Note4
standard,fast,atm,0.42,0.13333333333333333,Note2-Note4
standard,fast,craftdroid,0.21,0.14285714285714285,Note2-Note4
standard,fast,custom,0.49,0.18181818181818182,Note2-Note4
standard,glove,atm,0.92,0.13333333333333333,Note2-Note4
standard,glove,craftdroid,0.46,0.14285714285714285,Note2-Note4
standard,glove,custom,0.48,0.14285714285714285,Note2-Note4
standard,nnlm,atm,0.52,0.15384615384615385,Note2-Note4
standard,nnlm,craftdroid,0.24,0.13333333333333333,Note2-Note4
standard,nnlm,custom,0.47,0.15384615384615385,Note2-Note4
standard,use,atm,0.37,0.2,Note2-Note4
standard,use,craftdroid,0.19,0.14285714285714285,Note2-Note4
standard,use,custom,0.33,0.18181818181818182,Note2-Note4
standard,w2v,atm,0.84,0.1380952380952381,Note2-Note4
standard,w2v,craftdroid,0.28,0.14285714285714285,Note2-Note4
standard,w2v,custom,0.41,0.16666666666666666,Note2-Note4
standard,wm,atm,0.22,0.14285714285714285,Note2-Note4
standard,wm,craftdroid,0.2,0.13333333333333333,Note2-Note4
standard,wm,custom,0.24,0.15384615384615385,Note2-Note4
android,fast,atm,0.58,0.1111111111111111,Note3-Note4
android,fast,craftdroid,0.71,0.15384615384615385,Note3-Note4
android,fast,custom,0.73,0.15384615384615385,Note3-Note4
android,glove,atm,0.7,0.14285714285714285,Note3-Note4
android,glove,craftdroid,0.53,0.15384615384615385,Note3-Note4
android,glove,custom,0.4,0.14285714285714285,Note3-Note4
android,w2v,atm,0.5,0.1111111111111111,Note3-Note4
android,w2v,craftdroid,0.65,0.14285714285714285,Note3-Note4
android,w2v,custom,0.72,0.15384615384615385,Note3-Note4
android,wm,atm,0.24,0.14285714285714285,Note3-Note4
android,wm,craftdroid,0.24,0.14285714285714285,Note3-Note4
android,wm,custom,0.26,0.14285714285714285,Note3-Note4
blogs,fast,atm,0.9,0.11764705882352941,Note3-Note4
blogs,fast,craftdroid,0.64,0.14285714285714285,Note3-Note4
blogs,fast,custom,0.72,0.16666666666666666,Note3-Note4
blogs,glove,atm,0.99,0.13333333333333333,Note3-Note4
blogs,glove,craftdroid,0.54,0.14285714285714285,Note3-Note4
blogs,glove,custom,0.63,0.15384615384615385,Note3-Note4
blogs,w2v,atm,0.53,0.1111111111111111,Note3-Note4
blogs,w2v,craftdroid,0.68,0.14285714285714285,Note3-Note4
blogs,w2v,custom,0.73,0.15384615384615385,Note3-Note4
blogs,wm,atm,0.27,0.15384615384615385,Note3-Note4
blogs,wm,craftdroid,0.24,0.14285714285714285,Note3-Note4
blogs,wm,custom,0.28,0.15384615384615385,Note3-Note4
empty,edit,atm,0.62,0.14285714285714285,Note3-Note4
empty,edit,craftdroid,0.44,0.15384615384615385,Note3-Note4
empty,edit,custom,0.49,0.18181818181818182,Note3-Note4
empty,jaccard,atm,0.2,0.18181818181818182,Note3-Note4
empty,jaccard,craftdroid,0.15,0.13333333333333333,Note3-Note4
empty,jaccard,custom,0.15,0.18181818181818182,Note3-Note4
googleplay,fast,atm,0.61,0.11764705882352941,Note3-Note4
googleplay,fast,craftdroid,0.69,0.16666666666666666,Note3-Note4
googleplay,fast,custom,0.71,0.18181818181818182,Note3-Note4
googleplay,glove,atm,0.84,0.125,Note3-Note4
googleplay,glove,craftdroid,0.7,0.16666666666666666,Note3-Note4
googleplay,glove,custom,0.6,0.14285714285714285,Note3-Note4
googleplay,w2v,atm,0.63,0.11764705882352941,Note3-Note4
googleplay,w2v,craftdroid,0.69,0.2,Note3-Note4
googleplay,w2v,custom,0.75,0.18181818181818182,Note3-Note4
googleplay,wm,atm,0.24,0.14285714285714285,Note3-Note4
googleplay,wm,craftdroid,0.21,0.14285714285714285,Note3-Note4
googleplay,wm,custom,0.28,0.15384615384615385,Note3-Note4
standard,bert,atm,0.75,0.16666666666666666,Note3-Note4
standard,bert,craftdroid,0.71,0.15384615384615385,Note3-Note4
standard,bert,custom,0.7,0.125,Note3-Note4
standard,fast,atm,0.42,0.13333333333333333,Note3-Note4
standard,fast,craftdroid,0.21,0.14285714285714285,Note3-Note4
standard,fast,custom,0.47,0.18181818181818182,Note3-Note4
standard,glove,atm,0.86,0.13333333333333333,Note3-Note4
standard,glove,craftdroid,0.45,0.14285714285714285,Note3-Note4
standard,glove,custom,0.61,0.15384615384615385,Note3-Note4
standard,nnlm,atm,0.52,0.15384615384615385,Note3-Note4
standard,nnlm,craftdroid,0.22,0.13333333333333333,Note3-Note4
standard,nnlm,custom,0.47,0.15384615384615385,Note3-Note4
standard,use,atm,0.37,0.2,Note3-Note4
standard,use,craftdroid,0.18,0.14285714285714285,Note3-Note4
standard,use,custom,0.33,0.18181818181818182,Note3-Note4
standard,w2v,atm,0.74,0.14285714285714285,Note3-Note4
standard,w2v,craftdroid,0.15,0.14285714285714285,Note3-Note4
standard,w2v,custom,0.38,0.16666666666666666,Note3-Note4
standard,wm,atm,0.22,0.14285714285714285,Note3-Note4
standard,wm,craftdroid,0.2,0.13333333333333333,Note3-Note4
standard,wm,custom,0.24,0.15384615384615385,Note3-Note4
android,fast,atm,0.67,0.11764705882352941,Shop1-Shop2
android,fast,craftdroid,0.71,0.15384615384615385,Shop1-Shop2
android,fast,custom,0.77,0.16666666666666666,Shop1-Shop2
android,glove,atm,0.66,0.14285714285714285,Shop1-Shop2
android,glove,craftdroid,0.5,0.15384615384615385,Shop1-Shop2
android,glove,custom,0.53,0.14835164835164835,Shop1-Shop2
android,w2v,atm,0.58,0.11764705882352941,Shop1-Shop2
android,w2v,craftdroid,0.74,0.14835164835164835,Shop1-Shop2
android,w2v,custom,0.72,0.15384615384615385,Shop1-Shop2
android,wm,atm,0.24,0.14285714285714285,Shop1-Shop2
android,wm,craftdroid,0.24,0.14285714285714285,Shop1-Shop2
android,wm,custom,0.25,0.14285714285714285,Shop1-Shop2
blogs,fast,atm,0.57,0.11764705882352941,Shop1-Shop2
blogs,fast,craftdroid,0.68,0.15384615384615385,Shop1-Shop2
blogs,fast,custom,0.73,0.18181818181818182,Shop1-Shop2
blogs,glove,atm,0.81,0.13333333333333333,Shop1-Shop2
blogs,glove,craftdroid,0.6,0.15384615384615385,Shop1-Shop2
blogs,glove,custom,0.62,0.15384615384615385,Shop1-Shop2
blogs,w2v,atm,0.57,0.11764705882352941,Shop1-Shop2
blogs,w2v,craftdroid,0.72,0.15384615384615385,Shop1-Shop2
blogs,w2v,custom,0.73,0.16666666666666666,Shop1-Shop2
blogs,wm,atm,0.31,0.16666666666666666,Shop1-Shop2
blogs,wm,craftdroid,0.24,0.14285714285714285,Shop1-Shop2
blogs,wm,custom,0.27,0.15384615384615385,Shop1-Shop2
empty,edit,atm,0.62,0.14285714285714285,Shop1-Shop2
empty,edit,craftdroid,0.44,0.16666666666666666,Shop1-Shop2
empty,edit,custom,0.46,0.18181818181818182,Shop1-Shop2
empty,jaccard,atm,0.18,0.18181818181818182,Shop1-Shop2
empty,jaccard,craftdroid,0.15,0.14285714285714285,Shop1-Shop2
empty,jaccard,custom,0.15,0.18181818181818182,Shop1-Shop2
googleplay,fast,atm,0.99,0.125,Shop1-Shop2
googleplay,fast,craftdroid,0.7,0.18181818181818182,Shop1-Shop2
googleplay,fast,custom,0.71,0.18181818181818182,Shop1-Shop2
googleplay,glove,atm,0.91,0.13333333333333333,Shop1-Shop2
googleplay,glove,craftdroid,0.68,0.16666666666666666,Shop1-Shop2
googleplay,glove,custom,0.59,0.14285714285714285,Shop1-Shop2
googleplay,w2v,atm,0.99,0.125,Shop1-Shop2
googleplay,w2v,craftdroid,0.69,0.2,Shop1-Shop2
googleplay,w2v,custom,0.71,0.18181818181818182,Shop1-Shop2
googleplay,wm,atm,0.24,0.14285714285714285,Shop1-Shop2
googleplay,wm,craftdroid,0.21,0.14285714285714285,Shop1-Shop2
googleplay,wm,custom,0.28,0.16666666666666666,Shop1-Shop2
standard,bert,atm,0.73,0.16666666666666666,Shop1-Shop2
standard,bert,craftdroid,0.72,0.16666666666666666,Shop1-Shop2
standard,bert,custom,0.7,0.125,Shop1-Shop2
standard,fast,atm,0.86,0.14285714285714285,Shop1-Shop2
standard,fast,craftdroid,0.42,0.15384615384615385,Shop1-Shop2
standard,fast,custom,0.47,0.18181818181818182,Shop1-Shop2
standard,glove,atm,0.84,0.13333333333333333,Shop1-Shop2
standard,glove,craftdroid,0.44,0.14285714285714285,Shop1-Shop2
standard,glove,custom,0.6,0.15384615384615385,Shop1-Shop2
standard,nnlm,atm,0.54,0.16666666666666666,Shop1-Shop2
standard,nnlm,craftdroid,0.28,0.14285714285714285,Shop1-Shop2
standard,nnlm,custom,0.46,0.15384615384615385,Shop1-Shop2
standard,use,atm,0.41,0.2222222222222222,Shop1-Shop2
standard,use,craftdroid,0.16,0.14285714285714285,Shop1-Shop2
standard,use,custom,0.3,0.18181818181818182,Shop1-Shop2
standard,w2v,atm,0.69,0.14285714285714285,Shop1-Shop2
standard,w2v,craftdroid,0.37,0.15384615384615385,Shop1-Shop2
standard,w2v,custom,0.44,0.18181818181818182,Shop1-Shop2
standard,wm,atm,0.21,0.14285714285714285,Shop1-Shop2
standard,wm,craftdroid,0.21,0.14285714285714285,Shop1-Shop2
standard,wm,custom,0.23,0.15384615384615385,Shop1-Shop2
android,fast,atm,0.67,0.11764705882352941,Shop1-Shop3
android,fast,craftdroid,0.71,0.15384615384615385,Shop1-Shop3
android,fast,custom,0.73,0.15384615384615385,Shop1-Shop3
android,glove,atm,0.66,0.14285714285714285,Shop1-Shop3
android,glove,craftdroid,0.53,0.15384615384615385,Shop1-Shop3
android,glove,custom,0.4,0.14285714285714285,Shop1-Shop3
android,w2v,atm,0.58,0.11764705882352941,Shop1-Shop3
android,w2v,craftdroid,0.65,0.14285714285714285,Shop1-Shop3
android,w2v,custom,0.73,0.15384615384615385,Shop1-Shop3
android,wm,atm,0.24,0.14285714285714285,Shop1-Shop3
android,wm,craftdroid,0.24,0.14285714285714285,Shop1-Shop3
android,wm,custom,0.25,0.14285714285714285,Shop1-Shop3
blogs,fast,atm,0.57,0.11764705882352941,Shop1-Shop3
blogs,fast,craftdroid,0.64,0.14285714285714285,Shop1-Shop3
blogs,fast,custom,0.72,0.16666666666666666,Shop1-Shop3
blogs,glove,atm,0.81,0.13333333333333333,Shop1-Shop3
blogs,glove,craftdroid,0.56,0.14285714285714285,Shop1-Shop3
blogs,glove,custom,0.52,0.14285714285714285,Shop1-Shop3
blogs,w2v,atm,0.58,0.11764705882352941,Shop1-Shop3
blogs,w2v,craftdroid,0.68,0.14285714285714285,Shop1-Shop3
blogs,w2v,custom,0.73,0.15384615384615385,Shop1-Shop3
blogs,wm,atm,0.31,0.16025641025641024,Shop1-Shop3
blogs,wm,craftdroid,0.24,0.14285714285714285,Shop1-Shop3
blogs,wm,custom,0.27,0.15384615384615385,Shop1-Shop3
empty,edit,atm,0.62,0.14285714285714285,Shop1-Shop3
empty,edit,craftdroid,0.44,0.16666666666666666,Shop1-Shop3
empty,edit,custom,0.47,0.18181818181818182,Shop1-Shop3
empty,jaccard,atm,0.2,0.18181818181818182,Shop1-Shop3
empty,jaccard,craftdroid,0.15,0.13333333333333333,Shop1-Shop3
empty,jaccard,custom,0.15,0.18181818181818182,Shop1-Shop3
googleplay,fast,atm,0.98,0.125,Shop1-Shop3
googleplay,fast,craftdroid,0.69,0.16666666666666666,Shop1-Shop3
googleplay,fast,custom,0.71,0.18181818181818182,Shop1-Shop3
googleplay,glove,atm,0.91,0.13333333333333333,Shop1-Shop3
googleplay,glove,craftdroid,0.7,0.16025641025641024,Shop1-Shop3
googleplay,glove,custom,0.6,0.14285714285714285,Shop1-Shop3
googleplay,w2v,atm,0.98,0.125,Shop1-Shop3
googleplay,w2v,craftdroid,0.69,0.2,Shop1-Shop3
googleplay,w2v,custom,0.73,0.18181818181818182,Shop1-Shop3
googleplay,wm,atm,0.24,0.14285714285714285,Shop1-Shop3
googleplay,wm,craftdroid,0.21,0.14285714285714285,Shop1-Shop3
googleplay,wm,custom,0.27,0.15384615384615385,Shop1-Shop3
standard,bert,atm,0.74,0.16666666666666666,Shop1-Shop3
standard,bert,craftdroid,0.72,0.16025641025641024,Shop1-Shop3
standard,bert,custom,0.73,0.12916666666666665,Shop1-Shop3
standard,fast,atm,0.72,0.14285714285714285,Shop1-Shop3
standard,fast,craftdroid,0.21,0.14285714285714285,Shop1-Shop3
standard,fast,custom,0.47,0.18181818181818182,Shop1-Shop3
standard,glove,atm,0.84,0.13333333333333333,Shop1-Shop3
standard,glove,craftdroid,0.45,0.14285714285714285,Shop1-Shop3
standard,glove,custom,0.64,0.14835164835164835,Shop1-Shop3
standard,nnlm,atm,0.54,0.16666666666666666,Shop1-Shop3
standard,nnlm,craftdroid,0.21,0.13333333333333333,Shop1-Shop3
standard,nnlm,custom,0.47,0.15384615384615385,Shop1-Shop3
standard,use,atm,0.41,0.2222222222222222,Shop1-Shop3
standard,use,craftdroid,0.18,0.14285714285714285,Shop1-Shop3
standard,use,custom,0.32,0.18181818181818182,Shop1-Shop3
standard,w2v,atm,0.69,0.14285714285714285,Shop1-Shop3
standard,w2v,craftdroid,0.38,0.15384615384615385,Shop1-Shop3
standard,w2v,custom,0.38,0.16666666666666666,Shop1-Shop3
standard,wm,atm,0.22,0.14285714285714285,Shop1-Shop3
standard,wm,craftdroid,0.21,0.1380952380952381,Shop1-Shop3
standard,wm,custom,0.23,0.15384615384615385,Shop1-Shop3
android,fast,atm,0.68,0.11764705882352941,Shop2-Shop3
android,fast,craftdroid,0.71,0.15384615384615385,Shop2-Shop3
android,fast,custom,0.73,0.15384615384615385,Shop2-Shop3
android,glove,atm,0.69,0.14285714285714285,Shop2-Shop3
android,glove,craftdroid,0.53,0.15384615384615385,Shop2-Shop3
android,glove,custom,0.4,0.14285714285714285,Shop2-Shop3
android,w2v,atm,0.58,0.11764705882352941,Shop2-Shop3
android,w2v,craftdroid,0.65,0.14285714285714285,Shop2-Shop3
android,w2v,custom,0.73,0.15384615384615385,Shop2-Shop3
android,wm,atm,0.24,0.14285714285714285,Shop2-Shop3
android,wm,craftdroid,0.24,0.14285714285714285,Shop2-Shop3
android,wm,custom,0.25,0.14285714285714285,Shop2-Shop3
blogs,fast,atm,0.6,0.11764705882352941,Shop2-Shop3
blogs,fast,craftdroid,0.64,0.14285714285714285,Shop2-Shop3
blogs,fast,custom,0.72,0.16666666666666666,Shop2-Shop3
blogs,glove,atm,0.81,0.13333333333333333,Shop2-Shop3
blogs,glove,craftdroid,0.55,0.14285714285714285,Shop2-Shop3
blogs,glove,custom,0.51,0.14285714285714285,Shop2-Shop3
blogs,w2v,atm,0.58,0.11764705882352941,Shop2-Shop3
blogs,w2v,craftdroid,0.68,0.14285714285714285,Shop2-Shop3
blogs,w2v,custom,0.73,0.15384615384615385,Shop2-Shop3
blogs,wm,atm,0.27,0.15384615384615385,Shop2-Shop3
blogs,wm,craftdroid,0.24,0.14285714285714285,Shop2-Shop3
blogs,wm,custom,0.28,0.15384615384615385,Shop2-Shop3
empty,edit,atm,0.62,0.14285714285714285,Shop2-Shop3
empty,edit,craftdroid,0.44,0.16666666666666666,Shop2-Shop3
empty,edit,custom,0.48,0.18181818181818182,Shop2-Shop3
empty,jaccard,atm,0.2,0.18181818181818182,Shop2-Shop3
empty,jaccard,craftdroid,0.15,0.14285714285714285,Shop2-Shop3
empty,jaccard,custom,0.15,0.18181818181818182,Shop2-Shop3
googleplay,fast,atm,0.98,0.125,Shop2-Shop3
googleplay,fast,craftdroid,0.7,0.18181818181818182,Shop2-Shop3
googleplay,fast,custom,0.71,0.18181818181818182,Shop2-Shop3
googleplay,glove,atm,0.91,0.13333333333333333,Shop2-Shop3
googleplay,glove,craftdroid,0.7,0.16666666666666666,Shop2-Shop3
googleplay,glove,custom,0.6,0.14285714285714285,Shop2-Shop3
googleplay,w2v,atm,0.99,0.125,Shop2-Shop3
googleplay,w2v,craftdroid,0.69,0.2,Shop2-Shop3
googleplay,w2v,custom,0.73,0.18181818181818182,Shop2-Shop3
googleplay,wm,atm,0.24,0.14285714285714285,Shop2-Shop3
googleplay,wm,craftdroid,0.21,0.14285714285714285,Shop2-Shop3
googleplay,wm,custom,0.28,0.15384615384615385,Shop2-Shop3
standard,bert,atm,0.74,0.16666666666666666,Shop2-Shop3
standard,bert,craftdroid,0.7,0.15384615384615385,Shop2-Shop3
standard,bert,custom,0.73,0.12916666666666665,Shop2-Shop3
standard,fast,atm,0.38,0.13333333333333333,Shop2-Shop3
standard,fast,craftdroid,0.21,0.14285714285714285,Shop2-Shop3
standard,fast,custom,0.47,0.18181818181818182,Shop2-Shop3
standard,glove,atm,0.84,0.13333333333333333,Shop2-Shop3
standard,glove,craftdroid,0.46,0.14285714285714285,Shop2-Shop3
standard,glove,custom,0.64,0.15384615384615385,Shop2-Shop3
standard,nnlm,atm,0.52,0.15384615384615385,Shop2-Shop3
standard,nnlm,craftdroid,0.22,0.13333333333333333,Shop2-Shop3
standard,nnlm,custom,0.47,0.15384615384615385,Shop2-Shop3
standard,use,atm,0.41,0.2222222222222222,Shop2-Shop3
standard,use,craftdroid,0.16,0.14285714285714285,Shop2-Shop3
standard,use,custom,0.33,0.18181818181818182,Shop2-Shop3
standard,w2v,atm,0.69,0.14285714285714285,Shop2-Shop3
standard,w2v,craftdroid,0.38,0.15384615384615385,Shop2-Shop3
standard,w2v,custom,0.4,0.16666666666666666,Shop2-Shop3
standard,wm,atm,0.22,0.14285714285714285,Shop2-Shop3
standard,wm,craftdroid,0.21,0.1380952380952381,Shop2-Shop3
standard,wm,custom,0.24,0.15384615384615385,Shop2-Shop3
android,fast,atm,0.57,0.11764705882352941,Shop4-Shop1
android,fast,craftdroid,0.69,0.15384615384615385,Shop4-Shop1
android,fast,custom,0.77,0.16666666666666666,Shop4-Shop1
android,glove,atm,0.58,0.14285714285714285,Shop4-Shop1
android,glove,craftdroid,0.5,0.15384615384615385,Shop4-Shop1
android,glove,custom,0.53,0.15384615384615385,Shop4-Shop1
android,w2v,atm,0.5,0.11764705882352941,Shop4-Shop1
android,w2v,craftdroid,0.74,0.15384615384615385,Shop4-Shop1
android,w2v,custom,0.75,0.16666666666666666,Shop4-Shop1
android,wm,atm,0.24,0.14285714285714285,Shop4-Shop1
android,wm,craftdroid,0.23,0.14285714285714285,Shop4-Shop1
android,wm,custom,0.24,0.14285714285714285,Shop4-Shop1
blogs,fast,atm,0.54,0.11764705882352941,Shop4-Shop1
blogs,fast,craftdroid,0.66,0.15384615384615385,Shop4-Shop1
blogs,fast,custom,0.73,0.18181818181818182,Shop4-Shop1
blogs,glove,atm,0.66,0.13333333333333333,Shop4-Shop1
blogs,glove,craftdroid,0.6,0.15384615384615385,Shop4-Shop1
blogs,glove,custom,0.58,0.15384615384615385,Shop4-Shop1
blogs,w2v,atm,0.54,0.11764705882352941,Shop4-Shop1
blogs,w2v,craftdroid,0.72,0.15384615384615385,Shop4-Shop1
blogs,w2v,custom,0.73,0.16666666666666666,Shop4-Shop1
blogs,wm,atm,0.31,0.16666666666666666,Shop4-Shop1
blogs,wm,craftdroid,0.24,0.14285714285714285,Shop4-Shop1
blogs,wm,custom,0.28,0.16025641025641024,Shop4-Shop1
empty,edit,atm,0.6,0.14285714285714285,Shop4-Shop1
empty,edit,craftdroid,0.44,0.16666666666666666,Shop4-Shop1
empty,edit,custom,0.52,0.2,Shop4-Shop1
empty,jaccard,atm,0.17,0.18181818181818182,Shop4-Shop1
empty,jaccard,craftdroid,0.15,0.14285714285714285,Shop4-Shop1
empty,jaccard,custom,0.16,0.2,Shop4-Shop1
googleplay,fast,atm,0.95,0.125,Shop4-Shop1
googleplay,fast,craftdroid,0.69,0.18181818181818182,Shop4-Shop1
googleplay,fast,custom,0.68,0.18181818181818182,Shop4-Shop1
googleplay,glove,atm,0.89,0.13333333333333333,Shop4-Shop1
googleplay,glove,craftdroid,0.72,0.18181818181818182,Shop4-Shop1
googleplay,glove,custom,0.54,0.14285714285714285,Shop4-Shop1
googleplay,w2v,atm,0.95,0.125,Shop4-Shop1
googleplay,w2v,craftdroid,0.68,0.2,Shop4-Shop1
googleplay,w2v,custom,0.68,0.18181818181818182,Shop4-Shop1
googleplay,wm,atm,0.23,0.14285714285714285,Shop4-Shop1
googleplay,wm,craftdroid,0.21,0.14285714285714285,Shop4-Shop1
googleplay,wm,custom,0.28,0.16666666666666666,Shop4-Shop1
standard,bert,atm,0.73,0.16666666666666666,Shop4-Shop1
standard,bert,craftdroid,0.72,0.16666666666666666,Shop4-Shop1
standard,bert,custom,0.72,0.13333333333333333,Shop4-Shop1
standard,fast,atm,0.57,0.14285714285714285,Shop4-Shop1
standard,fast,craftdroid,0.42,0.15384615384615385,Shop4-Shop1
standard,fast,custom,0.5,0.19090909090909092,Shop4-Shop1
standard,glove,atm,0.69,0.13333333333333333,Shop4-Shop1
standard,glove,craftdroid,0.44,0.14285714285714285,Shop4-Shop1
standard,glove,custom,0.6,0.15384615384615385,Shop4-Shop1
standard,nnlm,atm,0.53,0.16666666666666666,Shop4-Shop1
standard,nnlm,craftdroid,0.27,0.14285714285714285,Shop4-Shop1
standard,nnlm,custom,0.49,0.16666666666666666,Shop4-Shop1
standard,use,atm,0.39,0.2222222222222222,Shop4-Shop1
standard,use,craftdroid,0.29,0.15384615384615385,Shop4-Shop1
standard,use,custom,0.39,0.19090909090909092,Shop4-Shop1
standard,w2v,atm,0.47,0.14285714285714285,Shop4-Shop1
standard,w2v,craftdroid,0.37,0.15384615384615385,Shop4-Shop1
standard,w2v,custom,0.4,0.18181818181818182,Shop4-Shop1
standard,wm,atm,0.2,0.14285714285714285,Shop4-Shop1
standard,wm,craftdroid,0.21,0.14285714285714285,Shop4-Shop1
standard,wm,custom,0.23,0.15384615384615385,Shop4-Shop1
android,fast,atm,0.59,0.11764705882352941,Shop4-Shop2
android,fast,craftdroid,0.71,0.15384615384615385,Shop4-Shop2
android,fast,custom,0.73,0.15384615384615385,Shop4-Shop2
android,glove,atm,0.58,0.14285714285714285,Shop4-Shop2
android,glove,craftdroid,0.5,0.15384615384615385,Shop4-Shop2
android,glove,custom,0.37,0.14285714285714285,Shop4-Shop2
android,w2v,atm,0.51,0.11764705882352941,Shop4-Shop2
android,w2v,craftdroid,0.74,0.14835164835164835,Shop4-Shop2
android,w2v,custom,0.72,0.15384615384615385,Shop4-Shop2
android,wm,atm,0.24,0.14285714285714285,Shop4-Shop2
android,wm,craftdroid,0.23,0.14285714285714285,Shop4-Shop2
android,wm,custom,0.24,0.14285714285714285,Shop4-Shop2
blogs,fast,atm,0.55,0.11764705882352941,Shop4-Shop2
blogs,fast,craftdroid,0.68,0.15384615384615385,Shop4-Shop2
blogs,fast,custom,0.73,0.18181818181818182,Shop4-Shop2
blogs,glove,atm,0.81,0.13333333333333333,Shop4-Shop2
blogs,glove,craftdroid,0.45,0.14285714285714285,Shop4-Shop2
blogs,glove,custom,0.5,0.14285714285714285,Shop4-Shop2
blogs,w2v,atm,0.54,0.11764705882352941,Shop4-Shop2
blogs,w2v,craftdroid,0.68,0.14285714285714285,Shop4-Shop2
blogs,w2v,custom,0.73,0.15384615384615385,Shop4-Shop2
blogs,wm,atm,0.27,0.15384615384615385,Shop4-Shop2
blogs,wm,craftdroid,0.24,0.14285714285714285,Shop4-Shop2
blogs,wm,custom,0.28,0.15384615384615385,Shop4-Shop2
empty,edit,atm,0.62,0.14285714285714285,Shop4-Shop2
empty,edit,craftdroid,0.44,0.16666666666666666,Shop4-Shop2
empty,edit,custom,0.49,0.18181818181818182,Shop4-Shop2
empty,jaccard,atm,0.2,0.18181818181818182,Shop4-Shop2
