train_set,embedding,algorithm,threshold,f-1,app_pairs
blogs,w2v,custom,0.73,0.15384615384615385,ShoppingList2-ShoppingList3
blogs,wm,atm,0.27,0.15384615384615385,ShoppingList2-ShoppingList3
blogs,wm,craftdroid,0.24,0.14285714285714285,ShoppingList2-ShoppingList3
blogs,wm,custom,0.28,0.15384615384615385,ShoppingList2-ShoppingList3
empty,edit_distance,atm,0.62,0.14285714285714285,ShoppingList2-ShoppingList3
empty,edit_distance,craftdroid,0.44,0.16666666666666666,ShoppingList2-ShoppingList3
empty,edit_distance,custom,0.48,0.18181818181818182,ShoppingList2-ShoppingList3
empty,jaccard,atm,0.2,0.18181818181818182,ShoppingList2-ShoppingList3
empty,jaccard,craftdroid,0.15,0.14285714285714285,ShoppingList2-ShoppingList3
empty,jaccard,custom,0.15,0.18181818181818182,ShoppingList2-ShoppingList3
googleplay,fast,atm,0.98,0.125,ShoppingList2-ShoppingList3
googleplay,fast,craftdroid,0.7,0.18181818181818182,ShoppingList2-ShoppingList3
googleplay,fast,custom,0.71,0.18181818181818182,ShoppingList2-ShoppingList3
googleplay,glove,atm,0.91,0.13333333333333333,ShoppingList2-ShoppingList3
googleplay,glove,craftdroid,0.7,0.16666666666666666,ShoppingList2-ShoppingList3
googleplay,glove,custom,0.6,0.14285714285714285,ShoppingList2-ShoppingList3
googleplay,w2v,atm,0.99,0.125,ShoppingList2-ShoppingList3
googleplay,w2v,craftdroid,0.69,0.2,ShoppingList2-ShoppingList3
googleplay,w2v,custom,0.73,0.18181818181818182,ShoppingList2-ShoppingList3
googleplay,wm,atm,0.24,0.14285714285714285,ShoppingList2-ShoppingList3
googleplay,wm,craftdroid,0.21,0.14285714285714285,ShoppingList2-ShoppingList3
googleplay,wm,custom,0.28,0.15384615384615385,ShoppingList2-ShoppingList3
standard,bert,atm,0.74,0.16666666666666666,ShoppingList2-ShoppingList3
standard,bert,craftdroid,0.7,0.15384615384615385,ShoppingList2-ShoppingList3
standard,bert,custom,0.73,0.12916666666666665,ShoppingList2-ShoppingList3
standard,fast,atm,0.38,0.13333333333333333,ShoppingList2-ShoppingList3
standard,fast,craftdroid,0.21,0.14285714285714285,ShoppingList2-ShoppingList3
standard,fast,custom,0.47,0.18181818181818182,ShoppingList2-ShoppingList3
standard,glove,atm,0.84,0.13333333333333333,ShoppingList2-ShoppingList3
standard,glove,craftdroid,0.46,0.14285714285714285,ShoppingList2-ShoppingList3
standard,glove,custom,0.64,0.15384615384615385,ShoppingList2-ShoppingList3
standard,nnlm,atm,0.52,0.15384615384615385,ShoppingList2-ShoppingList3
standard,nnlm,craftdroid,0.22,0.13333333333333333,ShoppingList2-ShoppingList3
standard,nnlm,custom,0.47,0.15384615384615385,ShoppingList2-ShoppingList3
standard,use,atm,0.41,0.2222222222222222,ShoppingList2-ShoppingList3
standard,use,craftdroid,0.16,0.14285714285714285,ShoppingList2-ShoppingList3
standard,use,custom,0.33,0.18181818181818182,ShoppingList2-ShoppingList3
standard,w2v,atm,0.69,0.14285714285714285,ShoppingList2-ShoppingList3
standard,w2v,craftdroid,0.38,0.15384615384615385,ShoppingList2-ShoppingList3
standard,w2v,custom,0.4,0.16666666666666666,ShoppingList2-ShoppingList3
standard,wm,atm,0.22,0.14285714285714285,ShoppingList2-ShoppingList3
standard,wm,craftdroid,0.21,0.1380952380952381,ShoppingList2-ShoppingList3
standard,wm,custom,0.24,0.15384615384615385,ShoppingList2-ShoppingList3
android,fast,atm,0.57,0.11764705882352941,ShoppingList4-ShoppingList1
android,fast,craftdroid,0.69,0.15384615384615385,ShoppingList4-ShoppingList1
android,fast,custom,0.77,0.16666666666666666,ShoppingList4-ShoppingList1
android,glove,atm,0.58,0.14285714285714285,ShoppingList4-ShoppingList1
android,glove,craftdroid,0.5,0.15384615384615385,ShoppingList4-ShoppingList1
android,glove,custom,0.53,0.15384615384615385,ShoppingList4-ShoppingList1
android,w2v,atm,0.5,0.11764705882352941,ShoppingList4-ShoppingList1
android,w2v,craftdroid,0.74,0.15384615384615385,ShoppingList4-ShoppingList1
android,w2v,custom,0.75,0.16666666666666666,ShoppingList4-ShoppingList1
android,wm,atm,0.24,0.14285714285714285,ShoppingList4-ShoppingList1
android,wm,craftdroid,0.23,0.14285714285714285,ShoppingList4-ShoppingList1
android,wm,custom,0.24,0.14285714285714285,ShoppingList4-ShoppingList1
blogs,fast,atm,0.54,0.11764705882352941,ShoppingList4-ShoppingList1
blogs,fast,craftdroid,0.66,0.15384615384615385,ShoppingList4-ShoppingList1
blogs,fast,custom,0.73,0.18181818181818182,ShoppingList4-ShoppingList1
blogs,glove,atm,0.66,0.13333333333333333,ShoppingList4-ShoppingList1
blogs,glove,craftdroid,0.6,0.15384615384615385,ShoppingList4-ShoppingList1
blogs,glove,custom,0.58,0.15384615384615385,ShoppingList4-ShoppingList1
blogs,w2v,atm,0.54,0.11764705882352941,ShoppingList4-ShoppingList1
blogs,w2v,craftdroid,0.72,0.15384615384615385,ShoppingList4-ShoppingList1
blogs,w2v,custom,0.73,0.16666666666666666,ShoppingList4-ShoppingList1
blogs,wm,atm,0.31,0.16666666666666666,ShoppingList4-ShoppingList1
blogs,wm,craftdroid,0.24,0.14285714285714285,ShoppingList4-ShoppingList1
blogs,wm,custom,0.28,0.16025641025641024,ShoppingList4-ShoppingList1
empty,edit_distance,atm,0.6,0.14285714285714285,ShoppingList4-ShoppingList1
empty,edit_distance,craftdroid,0.44,0.16666666666666666,ShoppingList4-ShoppingList1
empty,edit_distance,custom,0.52,0.2,ShoppingList4-ShoppingList1
empty,jaccard,atm,0.17,0.18181818181818182,ShoppingList4-ShoppingList1
empty,jaccard,craftdroid,0.15,0.14285714285714285,ShoppingList4-ShoppingList1
empty,jaccard,custom,0.16,0.2,ShoppingList4-ShoppingList1
googleplay,fast,atm,0.95,0.125,ShoppingList4-ShoppingList1
googleplay,fast,craftdroid,0.69,0.18181818181818182,ShoppingList4-ShoppingList1
googleplay,fast,custom,0.68,0.18181818181818182,ShoppingList4-ShoppingList1
googleplay,glove,atm,0.89,0.13333333333333333,ShoppingList4-ShoppingList1
googleplay,glove,craftdroid,0.72,0.18181818181818182,ShoppingList4-ShoppingList1
googleplay,glove,custom,0.54,0.14285714285714285,ShoppingList4-ShoppingList1
googleplay,w2v,atm,0.95,0.125,ShoppingList4-ShoppingList1
googleplay,w2v,craftdroid,0.68,0.2,ShoppingList4-ShoppingList1
googleplay,w2v,custom,0.68,0.18181818181818182,ShoppingList4-ShoppingList1
googleplay,wm,atm,0.23,0.14285714285714285,ShoppingList4-ShoppingList1
googleplay,wm,craftdroid,0.21,0.14285714285714285,ShoppingList4-ShoppingList1
googleplay,wm,custom,0.28,0.16666666666666666,ShoppingList4-ShoppingList1
standard,bert,atm,0.73,0.16666666666666666,ShoppingList4-ShoppingList1
standard,bert,craftdroid,0.72,0.16666666666666666,ShoppingList4-ShoppingList1
standard,bert,custom,0.72,0.13333333333333333,ShoppingList4-ShoppingList1
standard,fast,atm,0.57,0.14285714285714285,ShoppingList4-ShoppingList1
standard,fast,craftdroid,0.42,0.15384615384615385,ShoppingList4-ShoppingList1
standard,fast,custom,0.5,0.19090909090909092,ShoppingList4-ShoppingList1
standard,glove,atm,0.69,0.13333333333333333,ShoppingList4-ShoppingList1
standard,glove,craftdroid,0.44,0.14285714285714285,ShoppingList4-ShoppingList1
standard,glove,custom,0.6,0.15384615384615385,ShoppingList4-ShoppingList1
standard,nnlm,atm,0.53,0.16666666666666666,ShoppingList4-ShoppingList1
standard,nnlm,craftdroid,0.27,0.14285714285714285,ShoppingList4-ShoppingList1
standard,nnlm,custom,0.49,0.16666666666666666,ShoppingList4-ShoppingList1
standard,use,atm,0.39,0.2222222222222222,ShoppingList4-ShoppingList1
standard,use,craftdroid,0.29,0.15384615384615385,ShoppingList4-ShoppingList1
standard,use,custom,0.39,0.19090909090909092,ShoppingList4-ShoppingList1
standard,w2v,atm,0.47,0.14285714285714285,ShoppingList4-ShoppingList1
standard,w2v,craftdroid,0.37,0.15384615384615385,ShoppingList4-ShoppingList1
standard,w2v,custom,0.4,0.18181818181818182,ShoppingList4-ShoppingList1
standard,wm,atm,0.2,0.14285714285714285,ShoppingList4-ShoppingList1
standard,wm,craftdroid,0.21,0.14285714285714285,ShoppingList4-ShoppingList1
standard,wm,custom,0.23,0.15384615384615385,ShoppingList4-ShoppingList1
android,fast,atm,0.59,0.11764705882352941,ShoppingList4-ShoppingList2
android,fast,craftdroid,0.71,0.15384615384615385,ShoppingList4-ShoppingList2
android,fast,custom,0.73,0.15384615384615385,ShoppingList4-ShoppingList2
android,glove,atm,0.58,0.14285714285714285,ShoppingList4-ShoppingList2
android,glove,craftdroid,0.5,0.15384615384615385,ShoppingList4-ShoppingList2
android,glove,custom,0.37,0.14285714285714285,ShoppingList4-ShoppingList2
android,w2v,atm,0.51,0.11764705882352941,ShoppingList4-ShoppingList2
android,w2v,craftdroid,0.74,0.14835164835164835,ShoppingList4-ShoppingList2
android,w2v,custom,0.72,0.15384615384615385,ShoppingList4-ShoppingList2
android,wm,atm,0.24,0.14285714285714285,ShoppingList4-ShoppingList2
android,wm,craftdroid,0.23,0.14285714285714285,ShoppingList4-ShoppingList2
android,wm,custom,0.24,0.14285714285714285,ShoppingList4-ShoppingList2
blogs,fast,atm,0.55,0.11764705882352941,ShoppingList4-ShoppingList2
blogs,fast,craftdroid,0.68,0.15384615384615385,ShoppingList4-ShoppingList2
blogs,fast,custom,0.73,0.18181818181818182,ShoppingList4-ShoppingList2
blogs,glove,atm,0.81,0.13333333333333333,ShoppingList4-ShoppingList2
blogs,glove,craftdroid,0.45,0.14285714285714285,ShoppingList4-ShoppingList2
blogs,glove,custom,0.5,0.14285714285714285,ShoppingList4-ShoppingList2
blogs,w2v,atm,0.54,0.11764705882352941,ShoppingList4-ShoppingList2
blogs,w2v,craftdroid,0.68,0.14285714285714285,ShoppingList4-ShoppingList2
blogs,w2v,custom,0.73,0.15384615384615385,ShoppingList4-ShoppingList2
blogs,wm,atm,0.27,0.15384615384615385,ShoppingList4-ShoppingList2
blogs,wm,craftdroid,0.24,0.14285714285714285,ShoppingList4-ShoppingList2
blogs,wm,custom,0.28,0.15384615384615385,ShoppingList4-ShoppingList2
empty,edit_distance,atm,0.62,0.14285714285714285,ShoppingList4-ShoppingList2
empty,edit_distance,craftdroid,0.44,0.16666666666666666,ShoppingList4-ShoppingList2
empty,edit_distance,custom,0.49,0.18181818181818182,ShoppingList4-ShoppingList2
empty,jaccard,atm,0.2,0.18181818181818182,ShoppingList4-ShoppingList2
empty,jaccard,craftdroid,0.15,0.14285714285714285,ShoppingList4-ShoppingList2
empty,jaccard,custom,0.15,0.18181818181818182,ShoppingList4-ShoppingList2
googleplay,fast,atm,0.98,0.125,ShoppingList4-ShoppingList2
googleplay,fast,craftdroid,0.7,0.18181818181818182,ShoppingList4-ShoppingList2
googleplay,fast,custom,0.73,0.18181818181818182,ShoppingList4-ShoppingList2
googleplay,glove,atm,0.91,0.13333333333333333,ShoppingList4-ShoppingList2
googleplay,glove,craftdroid,0.7,0.16666666666666666,ShoppingList4-ShoppingList2
googleplay,glove,custom,0.57,0.14285714285714285,ShoppingList4-ShoppingList2
googleplay,w2v,atm,0.99,0.125,ShoppingList4-ShoppingList2
googleplay,w2v,craftdroid,0.69,0.2,ShoppingList4-ShoppingList2
googleplay,w2v,custom,0.67,0.16666666666666666,ShoppingList4-ShoppingList2
googleplay,wm,atm,0.24,0.14285714285714285,ShoppingList4-ShoppingList2
googleplay,wm,craftdroid,0.21,0.14285714285714285,ShoppingList4-ShoppingList2
googleplay,wm,custom,0.28,0.15384615384615385,ShoppingList4-ShoppingList2
standard,bert,atm,0.74,0.16666666666666666,ShoppingList4-ShoppingList2
standard,bert,craftdroid,0.71,0.15384615384615385,ShoppingList4-ShoppingList2
standard,bert,custom,0.72,0.13333333333333333,ShoppingList4-ShoppingList2
standard,fast,atm,0.72,0.14285714285714285,ShoppingList4-ShoppingList2
standard,fast,craftdroid,0.2,0.14285714285714285,ShoppingList4-ShoppingList2
standard,fast,custom,0.49,0.18181818181818182,ShoppingList4-ShoppingList2
standard,glove,atm,0.71,0.13333333333333333,ShoppingList4-ShoppingList2
standard,glove,craftdroid,0.44,0.14285714285714285,ShoppingList4-ShoppingList2
standard,glove,custom,0.48,0.14285714285714285,ShoppingList4-ShoppingList2
standard,nnlm,atm,0.52,0.15384615384615385,ShoppingList4-ShoppingList2
standard,nnlm,craftdroid,0.36,0.1380952380952381,ShoppingList4-ShoppingList2
standard,nnlm,custom,0.47,0.15384615384615385,ShoppingList4-ShoppingList2
standard,use,atm,0.37,0.2,ShoppingList4-ShoppingList2
standard,use,craftdroid,0.15,0.14285714285714285,ShoppingList4-ShoppingList2
standard,use,custom,0.32,0.18181818181818182,ShoppingList4-ShoppingList2
standard,w2v,atm,0.69,0.14285714285714285,ShoppingList4-ShoppingList2
standard,w2v,craftdroid,0.38,0.15384615384615385,ShoppingList4-ShoppingList2
standard,w2v,custom,0.38,0.16666666666666666,ShoppingList4-ShoppingList2
standard,wm,atm,0.2,0.14285714285714285,ShoppingList4-ShoppingList2
standard,wm,craftdroid,0.21,0.14285714285714285,ShoppingList4-ShoppingList2
standard,wm,custom,0.23,0.15384615384615385,ShoppingList4-ShoppingList2
android,fast,atm,0.59,0.11764705882352941,ShoppingList4-ShoppingList3
android,fast,craftdroid,0.69,0.15384615384615385,ShoppingList4-ShoppingList3
android,fast,custom,0.73,0.15384615384615385,ShoppingList4-ShoppingList3
android,glove,atm,0.58,0.14285714285714285,ShoppingList4-ShoppingList3
android,glove,craftdroid,0.49,0.15384615384615385,ShoppingList4-ShoppingList3
android,glove,custom,0.53,0.15384615384615385,ShoppingList4-ShoppingList3
android,w2v,atm,0.5,0.11764705882352941,ShoppingList4-ShoppingList3
android,w2v,craftdroid,0.74,0.15384615384615385,ShoppingList4-ShoppingList3
android,w2v,custom,0.75,0.16666666666666666,ShoppingList4-ShoppingList3
android,wm,atm,0.24,0.14285714285714285,ShoppingList4-ShoppingList3
android,wm,craftdroid,0.23,0.14285714285714285,ShoppingList4-ShoppingList3
android,wm,custom,0.24,0.14285714285714285,ShoppingList4-ShoppingList3
blogs,fast,atm,0.55,0.11764705882352941,ShoppingList4-ShoppingList3
blogs,fast,craftdroid,0.66,0.15384615384615385,ShoppingList4-ShoppingList3
blogs,fast,custom,0.73,0.18181818181818182,ShoppingList4-ShoppingList3
blogs,glove,atm,0.66,0.13333333333333333,ShoppingList4-ShoppingList3
blogs,glove,craftdroid,0.6,0.15384615384615385,ShoppingList4-ShoppingList3
blogs,glove,custom,0.62,0.15384615384615385,ShoppingList4-ShoppingList3
blogs,w2v,atm,0.54,0.11764705882352941,ShoppingList4-ShoppingList3
blogs,w2v,craftdroid,0.66,0.14285714285714285,ShoppingList4-ShoppingList3
blogs,w2v,custom,0.73,0.16025641025641024,ShoppingList4-ShoppingList3
blogs,wm,atm,0.31,0.16666666666666666,ShoppingList4-ShoppingList3
blogs,wm,craftdroid,0.24,0.14285714285714285,ShoppingList4-ShoppingList3
blogs,wm,custom,0.27,0.15384615384615385,ShoppingList4-ShoppingList3
empty,edit_distance,atm,0.6,0.14285714285714285,ShoppingList4-ShoppingList3
empty,edit_distance,craftdroid,0.44,0.16666666666666666,ShoppingList4-ShoppingList3
empty,edit_distance,custom,0.47,0.18181818181818182,ShoppingList4-ShoppingList3
empty,jaccard,atm,0.19,0.18181818181818182,ShoppingList4-ShoppingList3
empty,jaccard,craftdroid,0.15,0.14285714285714285,ShoppingList4-ShoppingList3
empty,jaccard,custom,0.15,0.18181818181818182,ShoppingList4-ShoppingList3
googleplay,fast,atm,0.97,0.125,ShoppingList4-ShoppingList3
googleplay,fast,craftdroid,0.7,0.18181818181818182,ShoppingList4-ShoppingList3
googleplay,fast,custom,0.71,0.18181818181818182,ShoppingList4-ShoppingList3
googleplay,glove,atm,0.89,0.13333333333333333,ShoppingList4-ShoppingList3
googleplay,glove,craftdroid,0.68,0.16666666666666666,ShoppingList4-ShoppingList3
googleplay,glove,custom,0.55,0.14285714285714285,ShoppingList4-ShoppingList3
googleplay,w2v,atm,0.95,0.125,ShoppingList4-ShoppingList3
googleplay,w2v,craftdroid,0.69,0.2,ShoppingList4-ShoppingList3
googleplay,w2v,custom,0.71,0.18181818181818182,ShoppingList4-ShoppingList3
googleplay,wm,atm,0.24,0.14285714285714285,ShoppingList4-ShoppingList3
googleplay,wm,craftdroid,0.21,0.14285714285714285,ShoppingList4-ShoppingList3
googleplay,wm,custom,0.27,0.15384615384615385,ShoppingList4-ShoppingList3
standard,bert,atm,0.73,0.16666666666666666,ShoppingList4-ShoppingList3
standard,bert,craftdroid,0.72,0.16666666666666666,ShoppingList4-ShoppingList3
standard,bert,custom,0.72,0.13333333333333333,ShoppingList4-ShoppingList3
standard,fast,atm,0.58,0.14285714285714285,ShoppingList4-ShoppingList3
standard,fast,craftdroid,0.2,0.14285714285714285,ShoppingList4-ShoppingList3
standard,fast,custom,0.47,0.18181818181818182,ShoppingList4-ShoppingList3
standard,glove,atm,0.71,0.13333333333333333,ShoppingList4-ShoppingList3
standard,glove,craftdroid,0.44,0.14285714285714285,ShoppingList4-ShoppingList3
standard,glove,custom,0.6,0.15384615384615385,ShoppingList4-ShoppingList3
standard,nnlm,atm,0.54,0.16666666666666666,ShoppingList4-ShoppingList3
standard,nnlm,craftdroid,0.28,0.14285714285714285,ShoppingList4-ShoppingList3
standard,nnlm,custom,0.46,0.15384615384615385,ShoppingList4-ShoppingList3
standard,use,atm,0.41,0.2222222222222222,ShoppingList4-ShoppingList3
standard,use,craftdroid,0.15,0.14285714285714285,ShoppingList4-ShoppingList3
standard,use,custom,0.32,0.18181818181818182,ShoppingList4-ShoppingList3
standard,w2v,atm,0.67,0.14285714285714285,ShoppingList4-ShoppingList3
standard,w2v,craftdroid,0.38,0.15384615384615385,ShoppingList4-ShoppingList3
standard,w2v,custom,0.37,0.16666666666666666,ShoppingList4-ShoppingList3
standard,wm,atm,0.2,0.14285714285714285,ShoppingList4-ShoppingList3
standard,wm,craftdroid,0.21,0.14285714285714285,ShoppingList4-ShoppingList3
standard,wm,custom,0.23,0.15384615384615385,ShoppingList4-ShoppingList3
android,fast,atm,0.69,0.11764705882352941,a11-a13
android,fast,craftdroid,0.71,0.15384615384615385,a11-a13
android,fast,custom,0.73,0.15384615384615385,a11-a13
android,glove,atm,0.69,0.14285714285714285,a11-a13
android,glove,craftdroid,0.53,0.16666666666666666,a11-a13
android,glove,custom,0.4,0.14285714285714285,a11-a13
android,w2v,atm,0.73,0.11764705882352941,a11-a13
android,w2v,craftdroid,0.74,0.15384615384615385,a11-a13
android,w2v,custom,0.73,0.15384615384615385,a11-a13
android,wm,atm,0.24,0.14285714285714285,a11-a13
android,wm,craftdroid,0.24,0.14285714285714285,a11-a13
android,wm,custom,0.25,0.14285714285714285,a11-a13
blogs,fast,atm,0.6,0.11764705882352941,a11-a13
blogs,fast,craftdroid,0.68,0.15384615384615385,a11-a13
blogs,fast,custom,0.72,0.16666666666666666,a11-a13
blogs,glove,atm,0.99,0.13333333333333333,a11-a13
blogs,glove,craftdroid,0.56,0.14285714285714285,a11-a13
blogs,glove,custom,0.52,0.14285714285714285,a11-a13
blogs,w2v,atm,0.53,0.1111111111111111,a11-a13
blogs,w2v,craftdroid,0.68,0.14285714285714285,a11-a13
blogs,w2v,custom,0.73,0.15384615384615385,a11-a13
blogs,wm,atm,0.31,0.16666666666666666,a11-a13
blogs,wm,craftdroid,0.24,0.14285714285714285,a11-a13
blogs,wm,custom,0.27,0.15384615384615385,a11-a13
empty,edit_distance,atm,0.62,0.14285714285714285,a11-a13
empty,edit_distance,craftdroid,0.44,0.15384615384615385,a11-a13
empty,edit_distance,custom,0.48,0.18181818181818182,a11-a13
empty,jaccard,atm,0.19,0.18181818181818182,a11-a13
empty,jaccard,craftdroid,0.15,0.14285714285714285,a11-a13
empty,jaccard,custom,0.15,0.18181818181818182,a11-a13
googleplay,fast,atm,0.99,0.125,a11-a13
googleplay,fast,craftdroid,0.7,0.18181818181818182,a11-a13
googleplay,fast,custom,0.73,0.18181818181818182,a11-a13
googleplay,glove,atm,0.91,0.13333333333333333,a11-a13
googleplay,glove,craftdroid,0.7,0.16666666666666666,a11-a13
googleplay,glove,custom,0.6,0.14285714285714285,a11-a13
googleplay,w2v,atm,0.64,0.11764705882352941,a11-a13
googleplay,w2v,craftdroid,0.69,0.2,a11-a13
googleplay,w2v,custom,0.73,0.17424242424242425,a11-a13
googleplay,wm,atm,0.24,0.14285714285714285,a11-a13
googleplay,wm,craftdroid,0.21,0.14285714285714285,a11-a13
googleplay,wm,custom,0.28,0.16666666666666666,a11-a13
standard,bert,atm,0.75,0.16666666666666666,a11-a13
standard,bert,craftdroid,0.72,0.16666666666666666,a11-a13
standard,bert,custom,0.7,0.125,a11-a13
standard,fast,atm,0.42,0.13333333333333333,a11-a13
standard,fast,craftdroid,0.21,0.14285714285714285,a11-a13
standard,fast,custom,0.49,0.18181818181818182,a11-a13
standard,glove,atm,0.85,0.13333333333333333,a11-a13
standard,glove,craftdroid,0.45,0.14285714285714285,a11-a13
standard,glove,custom,0.64,0.15384615384615385,a11-a13
standard,nnlm,atm,0.54,0.16666666666666666,a11-a13
standard,nnlm,craftdroid,0.36,0.1380952380952381,a11-a13
standard,nnlm,custom,0.46,0.15384615384615385,a11-a13
standard,use,atm,0.41,0.2222222222222222,a11-a13
standard,use,craftdroid,0.17,0.14285714285714285,a11-a13
standard,use,custom,0.31,0.18181818181818182,a11-a13
standard,w2v,atm,0.74,0.14285714285714285,a11-a13
standard,w2v,craftdroid,0.38,0.15384615384615385,a11-a13
standard,w2v,custom,0.38,0.16666666666666666,a11-a13
standard,wm,atm,0.22,0.14285714285714285,a11-a13
standard,wm,craftdroid,0.2,0.13333333333333333,a11-a13
standard,wm,custom,0.24,0.15384615384615385,a11-a13
android,fast,atm,0.69,0.11764705882352941,a11-a14
android,fast,craftdroid,0.71,0.15384615384615385,a11-a14
android,fast,custom,0.73,0.15384615384615385,a11-a14
android,glove,atm,0.7,0.14285714285714285,a11-a14
android,glove,craftdroid,0.53,0.15384615384615385,a11-a14
android,glove,custom,0.4,0.14285714285714285,a11-a14
android,w2v,atm,0.73,0.11764705882352941,a11-a14
android,w2v,craftdroid,0.67,0.14285714285714285,a11-a14
android,w2v,custom,0.73,0.15384615384615385,a11-a14
android,wm,atm,0.24,0.14285714285714285,a11-a14
android,wm,craftdroid,0.24,0.14285714285714285,a11-a14
android,wm,custom,0.25,0.14285714285714285,a11-a14
blogs,fast,atm,0.57,0.11764705882352941,a11-a14
blogs,fast,craftdroid,0.64,0.14285714285714285,a11-a14
blogs,fast,custom,0.72,0.16666666666666666,a11-a14
blogs,glove,atm,0.99,0.13333333333333333,a11-a14
blogs,glove,craftdroid,0.55,0.14285714285714285,a11-a14
blogs,glove,custom,0.63,0.14835164835164835,a11-a14
blogs,w2v,atm,0.58,0.11764705882352941,a11-a14
blogs,w2v,craftdroid,0.68,0.14285714285714285,a11-a14
blogs,w2v,custom,0.73,0.15384615384615385,a11-a14
blogs,wm,atm,0.27,0.15384615384615385,a11-a14
blogs,wm,craftdroid,0.24,0.14285714285714285,a11-a14
blogs,wm,custom,0.28,0.15384615384615385,a11-a14
empty,edit_distance,atm,0.62,0.14285714285714285,a11-a14
empty,edit_distance,craftdroid,0.44,0.15384615384615385,a11-a14
empty,edit_distance,custom,0.49,0.18181818181818182,a11-a14
empty,jaccard,atm,0.2,0.18181818181818182,a11-a14
empty,jaccard,craftdroid,0.15,0.13333333333333333,a11-a14
empty,jaccard,custom,0.15,0.18181818181818182,a11-a14
googleplay,fast,atm,0.99,0.125,a11-a14
googleplay,fast,craftdroid,0.69,0.16666666666666666,a11-a14
googleplay,fast,custom,0.73,0.17424242424242425,a11-a14
googleplay,glove,atm,0.91,0.13333333333333333,a11-a14
googleplay,glove,craftdroid,0.7,0.16025641025641024,a11-a14
googleplay,glove,custom,0.59,0.14285714285714285,a11-a14
googleplay,w2v,atm,0.55,0.11764705882352941,a11-a14
googleplay,w2v,craftdroid,0.7,0.2,a11-a14
googleplay,w2v,custom,0.67,0.16666666666666666,a11-a14
googleplay,wm,atm,0.24,0.14285714285714285,a11-a14
googleplay,wm,craftdroid,0.21,0.14285714285714285,a11-a14
googleplay,wm,custom,0.28,0.15384615384615385,a11-a14
standard,bert,atm,0.73,0.16666666666666666,a11-a14
standard,bert,craftdroid,0.72,0.16666666666666666,a11-a14
standard,bert,custom,0.72,0.13333333333333333,a11-a14
standard,fast,atm,0.41,0.13333333333333333,a11-a14
standard,fast,craftdroid,0.21,0.14285714285714285,a11-a14
standard,fast,custom,0.47,0.18181818181818182,a11-a14
standard,glove,atm,0.85,0.13333333333333333,a11-a14
standard,glove,craftdroid,0.46,0.14285714285714285,a11-a14
standard,glove,custom,0.61,0.15384615384615385,a11-a14
standard,nnlm,atm,0.52,0.15384615384615385,a11-a14
standard,nnlm,craftdroid,0.22,0.13333333333333333,a11-a14
standard,nnlm,custom,0.47,0.15384615384615385,a11-a14
standard,use,atm,0.37,0.2,a11-a14
standard,use,craftdroid,0.18,0.14285714285714285,a11-a14
standard,use,custom,0.32,0.18181818181818182,a11-a14
standard,w2v,atm,0.74,0.14285714285714285,a11-a14
standard,w2v,craftdroid,0.38,0.14835164835164835,a11-a14
standard,w2v,custom,0.38,0.16666666666666666,a11-a14
standard,wm,atm,0.22,0.14285714285714285,a11-a14
standard,wm,craftdroid,0.2,0.13333333333333333,a11-a14
standard,wm,custom,0.24,0.15384615384615385,a11-a14
android,fast,atm,0.68,0.11764705882352941,a11-a15
android,fast,craftdroid,0.71,0.15384615384615385,a11-a15
android,fast,custom,0.73,0.15384615384615385,a11-a15
android,glove,atm,0.69,0.14285714285714285,a11-a15
android,glove,craftdroid,0.53,0.15384615384615385,a11-a15
android,glove,custom,0.4,0.14285714285714285,a11-a15
android,w2v,atm,0.58,0.11764705882352941,a11-a15
android,w2v,craftdroid,0.65,0.14285714285714285,a11-a15
android,w2v,custom,0.72,0.15384615384615385,a11-a15
android,wm,atm,0.24,0.14285714285714285,a11-a15
android,wm,craftdroid,0.24,0.14285714285714285,a11-a15
android,wm,custom,0.25,0.14285714285714285,a11-a15
blogs,fast,atm,0.57,0.11764705882352941,a11-a15
blogs,fast,craftdroid,0.64,0.14285714285714285,a11-a15
blogs,fast,custom,0.72,0.16666666666666666,a11-a15
blogs,glove,atm,0.81,0.13333333333333333,a11-a15
blogs,glove,craftdroid,0.55,0.14285714285714285,a11-a15
blogs,glove,custom,0.63,0.14835164835164835,a11-a15
blogs,w2v,atm,0.58,0.11764705882352941,a11-a15
blogs,w2v,craftdroid,0.68,0.14285714285714285,a11-a15
blogs,w2v,custom,0.73,0.15384615384615385,a11-a15
blogs,wm,atm,0.27,0.15384615384615385,a11-a15
blogs,wm,craftdroid,0.24,0.14285714285714285,a11-a15
blogs,wm,custom,0.28,0.15384615384615385,a11-a15
empty,edit_distance,atm,0.62,0.14285714285714285,a11-a15
empty,edit_distance,craftdroid,0.44,0.15384615384615385,a11-a15
empty,edit_distance,custom,0.48,0.18181818181818182,a11-a15
empty,jaccard,atm,0.2,0.18181818181818182,a11-a15
empty,jaccard,craftdroid,0.15,0.13333333333333333,a11-a15
empty,jaccard,custom,0.15,0.18181818181818182,a11-a15
googleplay,fast,atm,0.99,0.125,a11-a15
googleplay,fast,craftdroid,0.69,0.16666666666666666,a11-a15
googleplay,fast,custom,0.73,0.18181818181818182,a11-a15
googleplay,glove,atm,0.91,0.13333333333333333,a11-a15
googleplay,glove,craftdroid,0.7,0.16666666666666666,a11-a15
